class,filename,day,note
earbud,T100.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T40.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T11.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T39.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T87.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T15.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T119.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T46.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T49.csv,9,PLACEHOLDER_ARBITRARY_DAY
earbud,T110.csv,10,PLACEHOLDER_ARBITRARY_DAY
earbud,T10.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T112.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T18.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T30.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T99.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T22.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T12.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T20.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T103.csv,9,PLACEHOLDER_ARBITRARY_DAY
earbud,T83.csv,10,PLACEHOLDER_ARBITRARY_DAY
earbud,T33.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T50.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T43.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T126.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T9.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T84.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T78.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T16.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T101.csv,9,PLACEHOLDER_ARBITRARY_DAY
earbud,T27.csv,10,PLACEHOLDER_ARBITRARY_DAY
earbud,T98.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T42.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T128.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T37.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T76.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T3.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T38.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T74.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T55.csv,9,PLACEHOLDER_ARBITRARY_DAY
earbud,T90.csv,10,PLACEHOLDER_ARBITRARY_DAY
earbud,T81.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T7.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T45.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T64.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T91.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T69.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T51.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T77.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T1.csv,9,PLACEHOLDER_ARBITRARY_DAY
earbud,T97.csv,10,PLACEHOLDER_ARBITRARY_DAY
earbud,T113.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T5.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T68.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T34.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T32.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T120.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T8.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T17.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T89.csv,9,PLACEHOLDER_ARBITRARY_DAY
earbud,T21.csv,10,PLACEHOLDER_ARBITRARY_DAY
earbud,T85.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T108.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T60.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T116.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T111.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T104.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T109.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T59.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T41.csv,9,PLACEHOLDER_ARBITRARY_DAY
earbud,T53.csv,10,PLACEHOLDER_ARBITRARY_DAY
earbud,T71.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T93.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T65.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T31.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T54.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T80.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T72.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T94.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T114.csv,9,PLACEHOLDER_ARBITRARY_DAY
earbud,T129.csv,10,PLACEHOLDER_ARBITRARY_DAY
earbud,T115.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T96.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T28.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T4.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T58.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T73.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T66.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T48.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T123.csv,9,PLACEHOLDER_ARBITRARY_DAY
earbud,T106.csv,10,PLACEHOLDER_ARBITRARY_DAY
earbud,T75.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T29.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T19.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T102.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T125.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T105.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T2.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T86.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T124.csv,9,PLACEHOLDER_ARBITRARY_DAY
earbud,T47.csv,10,PLACEHOLDER_ARBITRARY_DAY
earbud,T62.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T82.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T88.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T26.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T36.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T92.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T127.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T67.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T44.csv,9,PLACEHOLDER_ARBITRARY_DAY
earbud,T118.csv,10,PLACEHOLDER_ARBITRARY_DAY
earbud,T95.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T52.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T107.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T57.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T61.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T63.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T13.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T6.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T122.csv,9,PLACEHOLDER_ARBITRARY_DAY
earbud,T23.csv,10,PLACEHOLDER_ARBITRARY_DAY
earbud,T25.csv,1,PLACEHOLDER_ARBITRARY_DAY
earbud,T117.csv,2,PLACEHOLDER_ARBITRARY_DAY
earbud,T24.csv,3,PLACEHOLDER_ARBITRARY_DAY
earbud,T79.csv,4,PLACEHOLDER_ARBITRARY_DAY
earbud,T56.csv,5,PLACEHOLDER_ARBITRARY_DAY
earbud,T35.csv,6,PLACEHOLDER_ARBITRARY_DAY
earbud,T14.csv,7,PLACEHOLDER_ARBITRARY_DAY
earbud,T70.csv,8,PLACEHOLDER_ARBITRARY_DAY
earbud,T121.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T111.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T69.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T27.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T117.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T68.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T49.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T109.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T129.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T139.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T24.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T133.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T132.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T131.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T118.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T43.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T71.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T33.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T116.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T119.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T8.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T144.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T134.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T34.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T4.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T98.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T48.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T53.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T75.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T10.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T140.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T6.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T96.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T141.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T143.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T135.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T26.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T65.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T89.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T56.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T60.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T115.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T7.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T59.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T47.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T21.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T36.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T93.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T88.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T121.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T39.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T64.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T29.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T122.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T108.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T112.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T78.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T142.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T103.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T74.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T17.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T13.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T136.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T101.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T42.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T2.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T66.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T38.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T44.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T63.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T12.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T62.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T99.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T20.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T30.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T76.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T51.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T54.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T110.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T80.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T9.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T86.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T5.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T104.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T22.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T58.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T90.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T14.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T19.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T45.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T72.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T11.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T120.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T16.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T87.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T83.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T23.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T57.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T35.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T52.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T113.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T31.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T123.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T25.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T46.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T130.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T84.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T28.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T85.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T94.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T102.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T81.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T77.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T105.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T41.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T50.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T107.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T1.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T82.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T95.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T125.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T32.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T37.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T100.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T138.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T106.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T124.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T127.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T126.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T73.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T70.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T55.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T61.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T40.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T15.csv,4,PLACEHOLDER_ARBITRARY_DAY
eraser,T18.csv,5,PLACEHOLDER_ARBITRARY_DAY
eraser,T67.csv,6,PLACEHOLDER_ARBITRARY_DAY
eraser,T91.csv,7,PLACEHOLDER_ARBITRARY_DAY
eraser,T3.csv,8,PLACEHOLDER_ARBITRARY_DAY
eraser,T137.csv,9,PLACEHOLDER_ARBITRARY_DAY
eraser,T79.csv,10,PLACEHOLDER_ARBITRARY_DAY
eraser,T97.csv,1,PLACEHOLDER_ARBITRARY_DAY
eraser,T128.csv,2,PLACEHOLDER_ARBITRARY_DAY
eraser,T92.csv,3,PLACEHOLDER_ARBITRARY_DAY
eraser,T114.csv,4,PLACEHOLDER_ARBITRARY_DAY
finger,T115.csv,1,PLACEHOLDER_ARBITRARY_DAY
finger,T65.csv,2,PLACEHOLDER_ARBITRARY_DAY
finger,T91.csv,3,PLACEHOLDER_ARBITRARY_DAY
finger,T24.csv,4,PLACEHOLDER_ARBITRARY_DAY
finger,T68.csv,5,PLACEHOLDER_ARBITRARY_DAY
finger,T82.csv,6,PLACEHOLDER_ARBITRARY_DAY
finger,T92.csv,7,PLACEHOLDER_ARBITRARY_DAY
finger,T112.csv,8,PLACEHOLDER_ARBITRARY_DAY
finger,T98.csv,9,PLACEHOLDER_ARBITRARY_DAY
finger,T120.csv,10,PLACEHOLDER_ARBITRARY_DAY
finger,T96.csv,1,PLACEHOLDER_ARBITRARY_DAY
finger,T46.csv,2,PLACEHOLDER_ARBITRARY_DAY
finger,T49.csv,3,PLACEHOLDER_ARBITRARY_DAY
finger,T74.csv,4,PLACEHOLDER_ARBITRARY_DAY
finger,T30.csv,5,PLACEHOLDER_ARBITRARY_DAY
finger,T121.csv,6,PLACEHOLDER_ARBITRARY_DAY
finger,T119.csv,7,PLACEHOLDER_ARBITRARY_DAY
finger,T103.csv,8,PLACEHOLDER_ARBITRARY_DAY
finger,T58.csv,9,PLACEHOLDER_ARBITRARY_DAY
finger,T88.csv,10,PLACEHOLDER_ARBITRARY_DAY
finger,T7.csv,1,PLACEHOLDER_ARBITRARY_DAY
finger,T59.csv,2,PLACEHOLDER_ARBITRARY_DAY
finger,T44.csv,3,PLACEHOLDER_ARBITRARY_DAY
finger,T15.csv,4,PLACEHOLDER_ARBITRARY_DAY
finger,T101.csv,5,PLACEHOLDER_ARBITRARY_DAY
finger,T55.csv,6,PLACEHOLDER_ARBITRARY_DAY
finger,T40.csv,7,PLACEHOLDER_ARBITRARY_DAY
finger,T85.csv,8,PLACEHOLDER_ARBITRARY_DAY
finger,T48.csv,9,PLACEHOLDER_ARBITRARY_DAY
finger,T80.csv,10,PLACEHOLDER_ARBITRARY_DAY
finger,T35.csv,1,PLACEHOLDER_ARBITRARY_DAY
finger,T27.csv,2,PLACEHOLDER_ARBITRARY_DAY
finger,T39.csv,3,PLACEHOLDER_ARBITRARY_DAY
finger,T57.csv,4,PLACEHOLDER_ARBITRARY_DAY
finger,T26.csv,5,PLACEHOLDER_ARBITRARY_DAY
finger,T70.csv,6,PLACEHOLDER_ARBITRARY_DAY
finger,T32.csv,7,PLACEHOLDER_ARBITRARY_DAY
finger,T53.csv,8,PLACEHOLDER_ARBITRARY_DAY
finger,T36.csv,9,PLACEHOLDER_ARBITRARY_DAY
finger,T22.csv,10,PLACEHOLDER_ARBITRARY_DAY
finger,T12.csv,1,PLACEHOLDER_ARBITRARY_DAY
finger,T43.csv,2,PLACEHOLDER_ARBITRARY_DAY
finger,T56.csv,3,PLACEHOLDER_ARBITRARY_DAY
finger,T81.csv,4,PLACEHOLDER_ARBITRARY_DAY
finger,T102.csv,5,PLACEHOLDER_ARBITRARY_DAY
finger,T105.csv,6,PLACEHOLDER_ARBITRARY_DAY
finger,T42.csv,7,PLACEHOLDER_ARBITRARY_DAY
finger,T94.csv,8,PLACEHOLDER_ARBITRARY_DAY
finger,T8.csv,9,PLACEHOLDER_ARBITRARY_DAY
finger,T3.csv,10,PLACEHOLDER_ARBITRARY_DAY
finger,T20.csv,1,PLACEHOLDER_ARBITRARY_DAY
finger,T14.csv,2,PLACEHOLDER_ARBITRARY_DAY
finger,T73.csv,3,PLACEHOLDER_ARBITRARY_DAY
finger,T108.csv,4,PLACEHOLDER_ARBITRARY_DAY
finger,T77.csv,5,PLACEHOLDER_ARBITRARY_DAY
finger,T89.csv,6,PLACEHOLDER_ARBITRARY_DAY
finger,T75.csv,7,PLACEHOLDER_ARBITRARY_DAY
finger,T33.csv,8,PLACEHOLDER_ARBITRARY_DAY
finger,T118.csv,9,PLACEHOLDER_ARBITRARY_DAY
finger,T1.csv,10,PLACEHOLDER_ARBITRARY_DAY
finger,T100.csv,1,PLACEHOLDER_ARBITRARY_DAY
finger,T61.csv,2,PLACEHOLDER_ARBITRARY_DAY
finger,T37.csv,3,PLACEHOLDER_ARBITRARY_DAY
finger,T38.csv,4,PLACEHOLDER_ARBITRARY_DAY
finger,T109.csv,5,PLACEHOLDER_ARBITRARY_DAY
finger,T104.csv,6,PLACEHOLDER_ARBITRARY_DAY
finger,T18.csv,7,PLACEHOLDER_ARBITRARY_DAY
finger,T45.csv,8,PLACEHOLDER_ARBITRARY_DAY
finger,T79.csv,9,PLACEHOLDER_ARBITRARY_DAY
finger,T84.csv,10,PLACEHOLDER_ARBITRARY_DAY
finger,T83.csv,1,PLACEHOLDER_ARBITRARY_DAY
finger,T28.csv,2,PLACEHOLDER_ARBITRARY_DAY
