class,filename,is_aug,source_original,day,shift_samples,stretch_scale,gain,noise_snr_db
clipper,T105.csv,1,T60.csv,2,-66,1.0,1.0993061623936766,
clipper,T106.csv,1,T3.csv,2,0,1.0,1.0834764106906578,29.486068176576858
clipper,T107.csv,1,T60.csv,2,103,0.9120160831890408,1.0,28.287665004493306
clipper,T108.csv,1,T60.csv,2,0,0.9455047710763255,1.066278710139209,28.22652052823183
clipper,T109.csv,1,T4.csv,2,162,0.9041991355178254,1.0110057842001214,
clipper,T110.csv,1,T54.csv,2,0,0.9816314226116477,1.0904627107796603,28.712662427829976
clipper,T111.csv,1,T42.csv,2,-135,1.0093448794025168,0.936808315074462,
clipper,T112.csv,1,T10.csv,2,0,1.0,1.0,29.42444069585831
clipper,T113.csv,1,T10.csv,2,115,1.0,0.9634155527141854,23.75773652641331
clipper,T114.csv,1,T4.csv,2,0,1.0,1.0523502558285778,
clipper,T115.csv,1,T11.csv,3,-85,1.0,0.9882990072822179,21.62351801098522
clipper,T116.csv,1,T47.csv,3,-126,1.0009321549390713,1.0,22.743651112964177
clipper,T117.csv,1,T17.csv,3,3,1.020603067339486,1.0475776682043263,29.84432075408258
clipper,T118.csv,1,T2.csv,3,0,1.0,1.0223149836806087,
clipper,T119.csv,1,T2.csv,3,55,1.0240266695524158,1.0709287906498712,29.06896240997753
clipper,T120.csv,1,T29.csv,3,-134,1.0505233521057953,1.0753898953755332,
clipper,T121.csv,1,T2.csv,3,-94,0.9365955721964265,1.042299887708393,
clipper,T122.csv,1,T17.csv,3,0,1.0,0.9961228414352856,
clipper,T123.csv,1,T47.csv,3,77,0.9676522047181683,1.0,19.173474735663984
clipper,T124.csv,1,T17.csv,3,0,0.9623090575105309,1.0,
clipper,T125.csv,1,T36.csv,3,-25,1.0289188638453393,0.9627127540988946,21.467626978088223
clipper,T126.csv,1,T17.csv,3,-163,1.0034649670445628,0.9044642243734422,20.74370864045729
clipper,T127.csv,1,T47.csv,3,-13,1.0473659531512838,1.0094670587870822,21.77921580237624
clipper,T128.csv,1,T2.csv,3,0,1.072445556166171,1.0213201448102793,27.85534080752915
clipper,T129.csv,1,T37.csv,3,-159,1.0,1.0054138968144148,29.698911446374648
clipper,T130.csv,1,T29.csv,3,140,0.9744077542449086,1.0016292362417993,25.6999055533216
clipper,T131.csv,1,T36.csv,3,134,1.0754114829119727,1.0,22.926725288610726
clipper,T132.csv,1,T2.csv,3,0,1.0599634165582361,1.0341872584342637,24.54908468185964
clipper,T133.csv,1,T29.csv,3,107,1.0442564850215859,1.0,26.902312705683645
clipper,T134.csv,1,T2.csv,3,0,0.9361951780841918,1.0,25.15298056024954
clipper,T135.csv,1,T36.csv,3,29,1.0958580394154342,1.056046821737437,
clipper,T136.csv,1,T17.csv,3,-160,0.9746519815717944,1.100697416387657,26.12150396519842
clipper,T137.csv,1,T47.csv,3,-121,0.9149975809704036,1.0334609258491783,19.444693678218645
clipper,T138.csv,1,T46.csv,4,0,1.0563624272290897,1.0834439455098415,21.349739169135457
clipper,T139.csv,1,T35.csv,4,-58,0.9970566595243604,0.9595553113044493,
clipper,T140.csv,1,T58.csv,4,139,0.9237636155887406,1.0096410191245788,25.829492645111063
clipper,T141.csv,1,T32.csv,4,-75,1.0,1.1007666185374034,29.667427148204972
clipper,T142.csv,1,T35.csv,4,-59,0.9197586145510956,1.093084466505156,19.640077596131327
clipper,T143.csv,1,T28.csv,4,100,0.9261276389101861,1.0,
clipper,T144.csv,1,T46.csv,4,12,1.0,1.0,
clipper,T145.csv,1,T20.csv,4,0,1.0,1.0683277196821317,
clipper,T146.csv,1,T20.csv,4,-138,1.0,1.0,
clipper,T147.csv,1,T46.csv,4,-54,1.070840836348421,1.0,19.754783305337906
clipper,T148.csv,1,T28.csv,4,0,1.0,0.9638227209429543,22.247021433819796
clipper,T149.csv,1,T58.csv,4,99,0.9676632753505298,0.9119960708865488,24.157207173816424
clipper,T150.csv,1,T32.csv,4,19,1.058550647802517,1.0921466618951035,
clipper,T151.csv,1,T20.csv,4,0,1.0,0.9692525120886124,28.10747468415446
clipper,T152.csv,1,T58.csv,4,-75,1.0,1.0839069702718844,26.083787771401965
clipper,T153.csv,1,T28.csv,4,104,1.0,1.1023883097353415,27.551579665927843
clipper,T154.csv,1,T58.csv,4,-36,0.9511331051164453,1.091218380115158,
clipper,T155.csv,1,T20.csv,4,150,1.0,0.9844027583684267,26.043690130319607
clipper,T156.csv,1,T34.csv,4,0,1.0943370970080466,1.0,29.997722720480695
clipper,T157.csv,1,T32.csv,4,-128,1.0,0.9071391020875328,
clipper,T158.csv,1,T34.csv,4,0,1.0,1.0438441011846622,23.501965332088872
clipper,T159.csv,1,T46.csv,4,-136,1.0351298741521773,1.0,26.681836854225402
clipper,T160.csv,1,T58.csv,4,-126,1.0,1.0,18.11008880378226
clipper,T161.csv,1,T19.csv,5,-95,0.9095525476246556,1.0,
clipper,T162.csv,1,T16.csv,5,-105,1.0752669771947585,1.1046088909510394,23.890523244501537
clipper,T163.csv,1,T19.csv,5,104,1.0,1.0305896148909324,
clipper,T164.csv,1,T19.csv,5,104,1.0,0.9352224564910978,27.422215408575987
clipper,T165.csv,1,T16.csv,5,0,1.0,0.9553421807205497,18.35630286541211
clipper,T166.csv,1,T43.csv,5,119,1.077185835260667,0.9377038378680946,24.149006728779504
clipper,T167.csv,1,T19.csv,5,-71,1.0,1.0214893937003644,18.001950593785324
clipper,T168.csv,1,T43.csv,5,0,0.9380229644741973,1.0,
clipper,T169.csv,1,T43.csv,5,93,1.0,0.949990840746356,18.801513293506705
clipper,T170.csv,1,T43.csv,5,-107,1.0,1.0,28.98333163681943
clipper,T171.csv,1,T7.csv,5,205,0.9869746800470035,1.0766768904363477,21.062022053611777
clipper,T172.csv,1,T38.csv,5,-171,0.9413146879763891,0.9676183504841416,
clipper,T173.csv,1,T43.csv,5,-173,1.0,1.10891562163838,
clipper,T174.csv,1,T16.csv,5,-29,0.951105101889381,0.9708149273311529,26.140043591925807
clipper,T175.csv,1,T38.csv,5,-73,1.0,0.9930542495124525,29.985473937691694
clipper,T176.csv,1,T43.csv,5,0,1.0979525964712262,0.9832934100697847,22.545441366935368
clipper,T177.csv,1,T16.csv,5,-142,1.0,0.995069723155459,28.75579511136868
clipper,T178.csv,1,T16.csv,5,-39,1.0298175165723351,0.9119226184651419,22.372152555411898
clipper,T179.csv,1,T26.csv,5,-35,1.029845558884408,1.0,
clipper,T180.csv,1,T26.csv,5,130,0.9356673236795475,0.946869287284815,22.25096373293914
clipper,T181.csv,1,T19.csv,5,107,1.0,1.110825933271029,
clipper,T182.csv,1,T43.csv,5,-95,1.0,1.0681224080612326,
clipper,T183.csv,1,T43.csv,5,92,1.0,0.8969786295003253,29.182751061961028
clipper,T184.csv,1,T56.csv,6,-127,1.0,1.0271650786260922,
clipper,T185.csv,1,T14.csv,6,26,0.9187099489359922,0.9569515621399934,
clipper,T186.csv,1,T57.csv,6,136,0.9255002338678741,0.9296277836096151,
clipper,T187.csv,1,T41.csv,6,161,0.997560574329297,1.0,
clipper,T188.csv,1,T62.csv,6,-44,0.9520064184495551,1.041914840746223,22.23579866739361
clipper,T189.csv,1,T62.csv,6,0,1.0,0.8867055484575548,
clipper,T190.csv,1,T62.csv,6,-107,1.0497850420988488,1.0750281833184334,24.801783215146347
clipper,T191.csv,1,T1.csv,6,0,0.9716997163893053,0.9608364509092087,19.416562102746102
clipper,T192.csv,1,T14.csv,6,-164,1.0,1.003961868641167,
clipper,T193.csv,1,T62.csv,6,0,1.0,1.0,20.507313343356707
clipper,T194.csv,1,T1.csv,6,109,1.0,1.1013741367363994,
clipper,T195.csv,1,T62.csv,6,57,0.9596600458526119,1.1007943976112413,24.40439881466813
clipper,T196.csv,1,T41.csv,6,15,1.0135694148960277,1.0,19.256371641129117
clipper,T197.csv,1,T51.csv,6,73,1.0423541494378865,1.0130368600256092,24.154395147430385
clipper,T198.csv,1,T41.csv,6,0,1.0,1.0,20.52744405435635
clipper,T199.csv,1,T1.csv,6,0,1.0,1.084139297310829,22.9526859173747
clipper,T200.csv,1,T14.csv,6,17,0.9560418875784495,1.0,22.93699532305127
clipper,T201.csv,1,T56.csv,6,66,1.0403450249779165,1.105680131731419,21.036136095521538
clipper,T202.csv,1,T57.csv,6,-105,1.0,1.0,
clipper,T203.csv,1,T41.csv,6,4,1.0,1.0,19.928249487583667
clipper,T204.csv,1,T14.csv,6,-126,1.0,1.0761158746560555,
clipper,T205.csv,1,T57.csv,6,-35,0.9074805928082103,1.0,29.42959269494998
clipper,T206.csv,1,T51.csv,6,-87,0.9278292607235039,0.9982597798084782,24.92929651217272
clipper,T207.csv,1,T25.csv,7,-109,1.0,0.9982787425732842,29.129754222886255
clipper,T208.csv,1,T40.csv,7,138,0.9469237562256654,1.0,
clipper,T209.csv,1,T25.csv,7,-61,1.0726999919637803,1.050926125268423,28.511101235762467
clipper,T210.csv,1,T8.csv,7,-57,0.9608554865806774,1.1180280083710885,
clipper,T211.csv,1,T12.csv,7,-33,1.055696392659011,0.9391331873200255,
clipper,T212.csv,1,T8.csv,7,-78,1.0,1.0467255723200277,22.95085299929976
clipper,T213.csv,1,T8.csv,7,-56,0.9528697272212611,1.0169243015944678,22.665818652333936
clipper,T214.csv,1,T40.csv,7,0,1.0,1.0682431988203476,24.144833585290883
clipper,T215.csv,1,T30.csv,7,-16,1.0,1.0237963899355638,
clipper,T216.csv,1,T30.csv,7,-54,1.0,1.075227632032324,29.19527902424771
clipper,T217.csv,1,T12.csv,7,134,1.0,1.0,18.68049009846489
clipper,T218.csv,1,T40.csv,7,24,0.92312105973822,1.0,21.587930108545986
clipper,T219.csv,1,T30.csv,7,-25,0.9722439457896459,1.0,23.102652356798536
clipper,T220.csv,1,T25.csv,7,126,1.0,1.0200761902533715,24.146142063346666
clipper,T221.csv,1,T30.csv,7,-50,1.089308821039455,1.0,28.410691926042023
clipper,T222.csv,1,T25.csv,7,-76,1.0,1.0,
clipper,T223.csv,1,T12.csv,7,105,1.0022345893180997,1.0923050441225024,22.0444317337398
clipper,T224.csv,1,T8.csv,7,0,1.0,1.0,28.421046965805107
clipper,T225.csv,1,T8.csv,7,0,1.035141122687722,0.9095946060764517,24.483013007345793
clipper,T226.csv,1,T30.csv,7,-58,1.0,1.119620744985795,28.504748962987733
clipper,T227.csv,1,T25.csv,7,82,1.0,1.0557743272643134,20.58730595647196
clipper,T228.csv,1,T5.csv,7,126,1.0,1.095697554557016,
clipper,T229.csv,1,T44.csv,7,111,0.9056196353512153,1.051067119349444,28.12411646062283
clipper,T230.csv,1,T22.csv,8,-158,0.9517811557288749,0.9851399184697046,19.984603247820953
clipper,T231.csv,1,T68.csv,8,99,1.0998622108238938,0.8863875464999577,26.56006343706293
clipper,T232.csv,1,T22.csv,8,162,1.0,1.051822648921601,28.299617290255412
clipper,T233.csv,1,T39.csv,8,-47,1.0,1.0,23.005542127220778
clipper,T234.csv,1,T61.csv,8,-66,0.9291059680389915,0.944633022198506,28.64118094155631
clipper,T235.csv,1,T39.csv,8,0,0.9020080170446919,1.0352660870266364,25.10656962413973
clipper,T236.csv,1,T68.csv,8,141,1.0,0.9605602802239255,18.37209387186598
clipper,T237.csv,1,T61.csv,8,-85,1.0233736010220396,1.088275365661851,
clipper,T238.csv,1,T48.csv,8,-89,1.0,1.038472010366335,
clipper,T239.csv,1,T59.csv,8,-151,0.9082746219993468,1.0215833835415036,24.850047423193246
clipper,T240.csv,1,T22.csv,8,114,0.9701316654699347,1.0,19.27422405669851
clipper,T241.csv,1,T48.csv,8,31,1.0,1.0417814740960887,26.180706932099312
clipper,T242.csv,1,T48.csv,8,-3,1.0,1.047871099049736,23.07448486522501
clipper,T243.csv,1,T59.csv,8,-136,0.9286414214526744,1.1181653043003792,
clipper,T244.csv,1,T48.csv,8,137,1.0,1.0901015136495331,
clipper,T245.csv,1,T59.csv,8,-93,1.0,1.0,
clipper,T246.csv,1,T45.csv,8,0,1.0,1.0,
clipper,T247.csv,1,T59.csv,8,100,1.0,0.9949869577041819,27.36612071564719
clipper,T248.csv,1,T68.csv,8,0,0.9935587568678165,0.9859301541009287,
clipper,T249.csv,1,T22.csv,8,-30,1.0,1.1078723318849046,20.16690625374378
clipper,T250.csv,1,T61.csv,8,86,0.9466517083066716,1.0582430571612185,18.20077352046142
clipper,T251.csv,1,T61.csv,8,-4,1.0,0.9117951691690256,22.070122053419677
clipper,T252.csv,1,T22.csv,8,-78,1.0,1.0,23.905853789543286
clipper,T253.csv,1,T67.csv,9,-89,1.0,1.0071633540899076,22.513778754117183
clipper,T254.csv,1,T65.csv,9,0,1.0,0.9368974982215378,26.40238757855694
clipper,T255.csv,1,T31.csv,9,-105,1.0,1.0085458928605138,20.24629056530699
clipper,T256.csv,1,T67.csv,9,-8,1.0,1.0437086878144548,
clipper,T257.csv,1,T31.csv,9,9,1.0,1.0,29.95827599962311
clipper,T258.csv,1,T9.csv,9,-11,0.939034127735609,1.0,24.977654940519415
clipper,T259.csv,1,T31.csv,9,-222,1.0098980201250356,1.0,
clipper,T260.csv,1,T50.csv,9,0,1.0,1.0,25.829393298190354
clipper,T261.csv,1,T24.csv,9,43,0.9629019211555793,0.8824303191901521,
clipper,T262.csv,1,T50.csv,9,83,1.0,0.9597654436421206,
clipper,T263.csv,1,T9.csv,9,-122,1.0345679977637572,1.0,18.692921355214704
clipper,T264.csv,1,T67.csv,9,-180,1.080271000499029,1.0,26.306932074241466
clipper,T265.csv,1,T67.csv,9,-15,0.9695027984842601,0.9340488591222795,19.458466046759018
clipper,T266.csv,1,T31.csv,9,55,0.9688957448124048,0.986441162761608,27.328303160662838
clipper,T267.csv,1,T65.csv,9,0,1.0724308581660456,1.0544548575883943,27.50002594891382
clipper,T268.csv,1,T24.csv,9,0,1.0,1.0,20.512031612382845
clipper,T269.csv,1,T65.csv,9,66,0.9180871727469043,0.96413611697434,26.043876241759286
clipper,T270.csv,1,T9.csv,9,40,1.0,0.8820523011710162,25.76543289020392
clipper,T271.csv,1,T67.csv,9,0,1.0,1.0,21.235918560846567
clipper,T272.csv,1,T31.csv,9,-178,1.0702159817134236,1.0956364904693423,26.766596548532192
clipper,T273.csv,1,T67.csv,9,0,0.9152107658268499,1.0277637002622042,
clipper,T274.csv,1,T65.csv,9,113,1.0080513897418095,1.0484282476742095,22.13886791315082
clipper,T275.csv,1,T65.csv,9,16,0.9431211064580867,1.0,
clipper,T276.csv,1,T24.csv,9,162,0.9770460645953793,0.9006270578742754,
clipper,T277.csv,1,T49.csv,10,-111,1.0,1.0454379593874517,26.856332274226098
clipper,T278.csv,1,T53.csv,10,36,1.0264060119619598,1.0,
clipper,T279.csv,1,T49.csv,10,0,1.0,1.0,24.399539896069196
clipper,T280.csv,1,T64.csv,10,79,1.0195804446707528,1.0,
clipper,T281.csv,1,T64.csv,10,182,1.0397164132232755,1.0,23.893085427852682
clipper,T282.csv,1,T21.csv,10,-85,0.9257719357163289,1.0,22.221188837753825
clipper,T283.csv,1,T64.csv,10,-100,1.000532814613119,0.95369385731495,24.470230696655083
clipper,T284.csv,1,T53.csv,10,74,1.0,1.1093914887081264,22.825732392869362
clipper,T285.csv,1,T55.csv,10,31,1.0,1.1025638684939867,27.46690053691032
clipper,T286.csv,1,T21.csv,10,92,1.0,0.9196728236206052,27.881078902719835
clipper,T287.csv,1,T21.csv,10,-78,1.0,1.0,
clipper,T288.csv,1,T53.csv,10,0,1.0431590411038587,0.9391607339783137,21.18081732597384
clipper,T289.csv,1,T53.csv,10,0,1.0,1.1190128045667291,
clipper,T290.csv,1,T49.csv,10,-36,1.0001162471906297,1.0,
clipper,T291.csv,1,T21.csv,10,50,1.0,1.0,
clipper,T292.csv,1,T49.csv,10,9,1.0,1.091662211808757,
clipper,T293.csv,1,T64.csv,10,123,0.9477358117520237,0.9750913316439633,27.82039436667391
clipper,T294.csv,1,T21.csv,10,-53,1.0844848511316074,1.0381694781432858,
clipper,T295.csv,1,T21.csv,10,-32,1.0,0.9737061340827804,
clipper,T296.csv,1,T66.csv,10,-115,0.9981433066456545,1.0,22.694892808919292
clipper,T297.csv,1,T55.csv,10,0,0.9197631439377721,0.9676726051273726,24.301755367809765
clipper,T298.csv,1,T21.csv,10,-137,1.0031664838298593,0.9195466251122844,25.1664203114978
clipper,T299.csv,1,T64.csv,10,-33,1.0,1.047701679047737,24.379951664529692
clipper,T300.csv,1,T49.csv,10,-12,0.9042768946224133,1.0,26.962435782793754
earbud,T1.csv,0,,9,,,,
earbud,T2.csv,0,,7,,,,
earbud,T3.csv,0,,6,,,,
earbud,T4.csv,0,,4,,,,
earbud,T5.csv,0,,2,,,,
earbud,T6.csv,0,,8,,,,
earbud,T7.csv,0,,2,,,,
earbud,T8.csv,0,,7,,,,
earbud,T9.csv,0,,5,,,,
earbud,T10.csv,0,,1,,,,
earbud,T11.csv,0,,3,,,,
earbud,T12.csv,0,,7,,,,
earbud,T13.csv,0,,7,,,,
earbud,T14.csv,0,,7,,,,
earbud,T15.csv,0,,6,,,,
earbud,T16.csv,0,,8,,,,
earbud,T17.csv,0,,8,,,,
earbud,T18.csv,0,,3,,,,
earbud,T19.csv,0,,3,,,,
earbud,T20.csv,0,,8,,,,
earbud,T21.csv,0,,10,,,,
earbud,T22.csv,0,,6,,,,
earbud,T23.csv,0,,10,,,,
earbud,T24.csv,0,,3,,,,
earbud,T25.csv,0,,1,,,,
earbud,T26.csv,0,,4,,,,
earbud,T27.csv,0,,10,,,,
earbud,T28.csv,0,,3,,,,
earbud,T29.csv,0,,2,,,,
earbud,T30.csv,0,,4,,,,
earbud,T31.csv,0,,4,,,,
earbud,T32.csv,0,,5,,,,
earbud,T33.csv,0,,1,,,,
earbud,T34.csv,0,,4,,,,
earbud,T35.csv,0,,6,,,,
earbud,T36.csv,0,,5,,,,
earbud,T37.csv,0,,4,,,,
earbud,T38.csv,0,,7,,,,
earbud,T39.csv,0,,4,,,,
earbud,T40.csv,0,,2,,,,
earbud,T41.csv,0,,9,,,,
earbud,T42.csv,0,,2,,,,
earbud,T43.csv,0,,3,,,,
earbud,T44.csv,0,,9,,,,
earbud,T45.csv,0,,3,,,,
earbud,T46.csv,0,,8,,,,
earbud,T47.csv,0,,10,,,,
earbud,T48.csv,0,,8,,,,
earbud,T49.csv,0,,9,,,,
earbud,T50.csv,0,,2,,,,
earbud,T51.csv,0,,7,,,,
earbud,T52.csv,0,,2,,,,
earbud,T53.csv,0,,10,,,,
earbud,T54.csv,0,,5,,,,
earbud,T55.csv,0,,9,,,,
earbud,T56.csv,0,,5,,,,
earbud,T57.csv,0,,4,,,,
earbud,T58.csv,0,,5,,,,
earbud,T59.csv,0,,8,,,,
earbud,T60.csv,0,,3,,,,
earbud,T61.csv,0,,5,,,,
earbud,T62.csv,0,,1,,,,
earbud,T63.csv,0,,6,,,,
earbud,T64.csv,0,,4,,,,
earbud,T65.csv,0,,3,,,,
earbud,T66.csv,0,,7,,,,
earbud,T67.csv,0,,8,,,,
earbud,T68.csv,0,,3,,,,
earbud,T69.csv,0,,6,,,,
earbud,T70.csv,0,,8,,,,
earbud,T71.csv,0,,1,,,,
earbud,T72.csv,0,,7,,,,
earbud,T73.csv,0,,6,,,,
earbud,T74.csv,0,,8,,,,
earbud,T75.csv,0,,1,,,,
earbud,T76.csv,0,,5,,,,
earbud,T77.csv,0,,8,,,,
earbud,T78.csv,0,,7,,,,
earbud,T79.csv,0,,4,,,,
earbud,T80.csv,0,,6,,,,
earbud,T81.csv,0,,1,,,,
earbud,T82.csv,0,,2,,,,
earbud,T83.csv,0,,10,,,,
earbud,T84.csv,0,,6,,,,
earbud,T85.csv,0,,1,,,,
earbud,T86.csv,0,,8,,,,
earbud,T87.csv,0,,5,,,,
earbud,T88.csv,0,,3,,,,
earbud,T89.csv,0,,9,,,,
earbud,T90.csv,0,,10,,,,
earbud,T91.csv,0,,5,,,,
earbud,T92.csv,0,,6,,,,
earbud,T93.csv,0,,2,,,,
earbud,T94.csv,0,,8,,,,
earbud,T95.csv,0,,1,,,,
earbud,T96.csv,0,,2,,,,
earbud,T97.csv,0,,10,,,,
earbud,T98.csv,0,,1,,,,
earbud,T99.csv,0,,5,,,,
earbud,T100.csv,0,,1,,,,
earbud,T101.csv,0,,9,,,,
earbud,T102.csv,0,,4,,,,
earbud,T103.csv,0,,9,,,,
earbud,T104.csv,0,,6,,,,
earbud,T105.csv,0,,6,,,,
earbud,T106.csv,0,,10,,,,
earbud,T107.csv,0,,3,,,,
earbud,T108.csv,0,,2,,,,
earbud,T109.csv,0,,7,,,,
earbud,T110.csv,0,,10,,,,
earbud,T111.csv,0,,5,,,,
earbud,T112.csv,0,,2,,,,
earbud,T113.csv,0,,1,,,,
earbud,T114.csv,0,,9,,,,
earbud,T115.csv,0,,1,,,,
earbud,T116.csv,0,,4,,,,
earbud,T117.csv,0,,2,,,,
earbud,T118.csv,0,,10,,,,
earbud,T119.csv,0,,7,,,,
earbud,T120.csv,0,,6,,,,
earbud,T121.csv,0,,9,,,,
earbud,T122.csv,0,,9,,,,
earbud,T123.csv,0,,9,,,,
earbud,T124.csv,0,,9,,,,
earbud,T125.csv,0,,5,,,,
earbud,T126.csv,0,,4,,,,
earbud,T127.csv,0,,7,,,,
earbud,T128.csv,0,,3,,,,
earbud,T129.csv,0,,10,,,,
earbud,T130.csv,1,T33.csv,1,51,0.9303887233178425,0.9853764632594063,23.282558034454347
earbud,T131.csv,1,T100.csv,1,76,0.9769225548077398,0.9717133868719088,
earbud,T132.csv,1,T85.csv,1,-53,1.0,1.0402653609573982,
earbud,T133.csv,1,T95.csv,1,63,1.062913736133653,1.07854017838919,
earbud,T134.csv,1,T33.csv,1,64,1.0741461845318154,1.0391787482145813,
earbud,T135.csv,1,T71.csv,1,78,1.0245073901434216,0.8919211861683478,28.525508037585116
earbud,T136.csv,1,T95.csv,1,-150,1.029257081202553,0.9272656015827552,19.60521575655828
earbud,T137.csv,1,T98.csv,1,-75,1.0742500870055407,1.0,21.933906676639577
earbud,T138.csv,1,T81.csv,1,166,1.0,1.0061856674217857,27.482730581570422
